PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|COUNTY|STATE|RN_TYPE|NO_ROOMS|NO_BEDROOMS|NO_FULL_BATHS|NO_HALF_BATHS|MASTER_BATH|PARKING_SPACES|LOT_SIZE|SQUARE_FEET|NO_BATHS|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|ADULT_COMMUNITY
RN|72362390|CN207425|BB9587|ACT|3850|40|Champney St|1|1|011|02135||Presenting a Truly one of a kind luxury RENTAL! NEW to market; set in a residential neighborhood in Oak-square one of Brighton's most peaceful parts,borderline to Newton just steps to the YMCA, Brighton Center,and St. Elizabeth's Hospital. Bright and Sunny! The TOTALLY RENOVATED UNIT is of the highest quality building materials! Available NOW: Property features include 6 total rooms with 4 bedrooms, 3 FULL baths. OPEN floor plan features a gourmet  kitchen with a granite counter & breakfast bar, stainless steel appliances with soft close cabinets, crown moldings, open space dining and living area  features a large master suite with custom closets and en suite bath. Laundry inside unit. 3 Parking spaces out back. Express BUS to Boston! #57bus to Kenmore... The feel of single family living steps to Mass Pike, Boston,Newton, Watertown. Bus lines #64,57, are walking distance to direct routes to Boston. VACANT and easy to show. One of kind! Available NOW; 1/15  NO FEE|29|1/7/2019 4:37:00 PM|1566468094|Suffolk|MA|D|6|4|3|0|Y|3|5162|1467|3f;0h|N||N||
RN|72364294|CN227495|AN4830|ACT|2850|40|Florence Street|2|1||02131||More Pics Coming Soon***Newly Renovated Spacious 4 bedroom apartment in two family property located in the heart of Roslindale. This apartment consists of * Full Kitchen * Pantry * 3 Comfortable Bedrooms * 1 bathroom * Spacious Living-room * Back porch/Front * *Convenient location; Short walk or bus to Forest Hills * next to Harvard's Arnold Arboretum * minutes to Roslindale square; Full of shops, restaurants, supermarkets and weekend farmer's market. Great location close to Jamaica Plain or Roslindale square and T, commuter rail or buses to everywhere. Apartment is in excellent condition with up to date paint, stainless steel Appliances, and newly refinished hardwood floors|1|7/18/2018 1:02:00 PM|-1699241881|Suffolk|MA|D|6|4|1|0|N|0|4880|1491|1f;0h|N||||
RN|72364540|CT007638|BB5068|ACT|2495|827|Boylston St.|19|1|101|02116||AVAILABLE A12/1 or 1/1 & NO BROKER FEE! - Completely renovated in 2015. This top floor one bedroom was lavishly upgraded with a brand new kitchen and bathroom, freshly plastered walls, new paint, and newly polished hardwood floors. Kitchen features new cabinets, granite counters, center island and dishwasher/disposal. Great sunlight! Located directly across the street from the Prudential Center, DelFrisco's, Eataly & more! Sorry, no pets.|9|11/27/2018 11:44:00 AM|32250|Suffolk|MA|D|3|1|1|0||0|99999|450|1f;0h|N||||
RN|72364970|BB922438|NB2274|ACT|6200|755|Boylston Street|701|1|101|02116||Rarely available!  Beautifully laid out 2 bedroom 2 bathroom, 7th floor front in boutique concierge building. Sun slashed!  South facing home,in unit laundry,gourmet kitchen featuring Subzero, Viking gas cooktop, wine cooler and stone countertops. Open floor plan for entertaining, gas fireplace and private terrace.  Enjoy a common roof deck equipped with Kitchenette, bathroom and gas grill for all the residents to enjoy. Superb location across from The Mandarin Hotel, in the heart of the back bay surrounded by supermarkets, restaurants, Eataly! Cafes, shops, parking garages and public transportation. Starbucks on the first floor!|15|1/7/2019 3:27:00 PM|0|Suffolk|MA|D|6|2|2|0|Y|0|99999999|1350|2f;0h|N||||
RN|72366332|BB922438|NB2274|ACT|2900|280|Beacon|2A|1|101|02116||Quintessential back bay waterside Beacon condo for rent!   Gracious one bedroom with superb detail. Large decorative fireplace, enormous closet space, exquisite ceilings and crown moldings.  Window in  kitchen overlooking a meticulous groomed common garden, live-in superintendent, spectacular common roof deck with with exquisite Charles River and city views, bike room and common laundry room. Over 750 square feet of elegance in a finely run  condominium building.  MUST SEE!|16|1/7/2019 3:17:00 PM|820084729|Suffolk|MA|C|4|1|1|0||0|99999999|750|1f;0h|N||N||
RN|72366742|CN203121|BB5984|ACT|2000|7|Lothian Road|4|1|011|02135||This well maintained 2+ bed, 1 bath unit features abundant natural lighting, ample living space and immediate proximity to public transportation and both, BC & BU. The well-thought out floor plan offers two comparably sized bedrooms, which both feature significant square footage and storage. Additionally, the living room can be utilized as a third bedroom, while still leaving ample space for an eat-in-kitchen. Many updates have been made to the unit including, hard-wood flooring, new stainless kitchen appliances including dishwasher, bathroom renovations and fresh paint. Don't miss out on this opportunity!|8|9/19/2018 10:27:00 AM|67108894|Suffolk|MA|C|5|2|1|0|N|0|0.02|675|1f;0h|N||||
RN|72367265|CT007001|BB9348|ACT|2500|9|Parkwood Ter|1|1|007|02130||New listing offering FIRST Month FREE RENT  Pond-side Beautifully renovated, sunny 2 Bedroom located on the 1st floor of two family close to all hospitals, universities, and places of work. Updated kitchen with Stainless Steel appliances, hardwood floors throughout, Fireplace, updated bathroom and close to T with direct access to Jamaicaway,Medical Area,Hospitals, Parks, and Jamaica Pond.|13|7/24/2018 9:42:00 AM|0|Suffolk|MA|D|6|2|1|0|Y|0|4046|2000|1f;0h|N||N||
RN|72367842|BB809839|NB4025|ACT|2450|37|Joy Street|10|1|102|02114||Very large Beacon Hill 1 bedroom apartment for rent located on the 4th floor of a traditional Boston brownstone. Spacious, front facing living overlooking Joy Street. Featuring hardwood flooring, many windows allowing great sunlight, and pet friendly! Walking distance to MGH, North Station, Wholefoods, Charles River, Charles Street, Financial District, Government Center, etc. Only minutes away from major T lines, public transportation, and expressways. Available NOW for $2450 a month including heat and hot water. Short or long term leases OK.|12|11/8/2018 10:43:00 AM|1594888186|Suffolk|MA|D|3|1|1|0||0|99999|99999|1f;0h|N||||
RN|72368086|CT008718|AN4830|ACT|2500|3417|Washington St.|3|1|007|02130||Nice Sized 3 bedroom apartment located in Jamaica Plain. Bathroom and kitchen to be renovated, 1 parking space included. Close to Orange Line and Bus Lines. Available 9/1 or sooner.|8|7/25/2018 12:05:00 PM|814289100|Suffolk|MA|D|6|3|1|0||1|2800|9999|1f;0h|N||||
RN|72368922|CN227844|AN3152|ACT|2500|111|Atlantic Ave|623|1|103|02110||The iconic Mercantile Wharf Apartments. Located at the intersection of Commercial Street and Atlantic Avenue, this 1 bedroom DUPLEX UNIT with spacious kitchen and living room boasts an inviting floor plan, and 954+/- square feet of living space. Mercantile Wharf Apartments is a mixed-use community with private apartment homes located on the higher floors, and commercial space on the 1st floor; surrounded by spectacular views of the city skyline and Boston Harbor waterfront. These beautiful apartments enjoy an attractive open atrium, which embodies the center of the building with skylights at the top to provide lots of great natural light. All utilities included in rental price (Seasonal Heat/AC, Water, Hot Water, Electric). The desirable North End/Waterfront location has gourmet food shops, boutique shopping and nearby attractions including the Harbor Walk, Aquarium, Faneuil Hall and TD Garden. ALL SHOWINGS MUST BE DONE THROUGH LEASING OFFICE, SEE INSTRUCTIONS.|13|10/23/2018 11:43:00 AM|1745986028|Suffolk|MA|D|4|1|1|0||0|954|954|1f;0h|N||Y|F,J|
RN|72370419|CT000574|AN0907|ACT|1800|6|Waterloo St.|6|1|05T|02136||Great 2 bed in Readville section of Hyde Park. Great location near T. Nice recently renovated sunny 2 bed. FREE HEAT AND HOT WATER!! ONE PARKING SPOT INCLUDED.|6|7/30/2018 12:07:00 PM|146802745|Suffolk|MA|D|4|2|1|0||1|9999|9999|1f;0h|N||||
RN|72371216|BB802291|AN0783|ACT|2100|138|prince|5|1|103|02113||$$NEW PRICE$$ -- STUNNING MODERN RENOVATION   -- AVAILABLE NOW -- RECENTLY PAINTED & FLOORS REFINISHED -- Beautifully updated modern Kitchen & Bath. Gleaming Wood Floors!! Spacious One Bed with lots of light across from the park. Updated Kitchen with new range/oven & quartz countertops, dishwasher. Updated bath with new vanity. Modern light fixtures. Large closets.  Laundry in the building. Conveniently located to Financial District, Government Center, Beacon Hill & MGH. Orange & Green lines are easily accessible. Close to everything in the North End!! EASY TO SHOW!!|10|11/7/2018 12:50:00 PM|688687069|Suffolk|MA|C|3|1|1|0|N|0|999|548|1f;0h|N||||
RN|72371853|B9500492|AC0035|ACT|1800|384|Arborway|3|1|05I|02130||Property now will be available to rent either November 15 or for December 1, 2018 Two bedroom apartment for rent on the 3rd floor of a Victorian house in Jamaica Plain.  Apt has hard wood bedroom and living-room floors and marble kitchen and bathroom floors.  Features a nook ideal for a home office, and a bathroom with antique claw-foot bathtub with shower.  Water, Electricity and Gas are included in the rent.  No space heater allowed.  Surcharge for use of Air Conditioner during summer months.  Non-smoker only.  No pets on premises.  Street parking available with resident sticker.  Apartment has a view of Arnold Arboretum which is directly across the street, ideal for quiet nature walks, hikes and scenic bike rides.  Property is only a .2 mile walk to Forest Hills MBTA station with access to commuter rail, subway, bus, and taxi.  Ideal for commuters, students, and working professionals.|11|9/24/2018 6:10:00 PM|541161465|Suffolk|MA|D|5|2|1|0||0|900|900|1f;0h|N||N||
RN|72372109|TM327588|AN2383|ACT|5000|1|Avery Street|#11G|1|108|02111||ONE MONTH FREE!  Two bedroom home at The Ritz Carlton Residences! 1,402 square foot residence including 1 valet parking space. This apartment features a spacious living room with separate formal dining area or home office/den. Kitchen features Poggenpohl cabinets, granite counter tops, stainless steel Viking range, paneled subzero refrigerator and freezer, and paneled Miele dishwasher. Powder room off of the entry foyer. Guest bedroom features en-suite marble appointed bathroom and great closet space. Oversized master bedroom features two closets, & five piece en-suite marble appointed bathroom. Ritz Carlton Residences features 24-hour 5-star concierge service, 24-hour valet parking, day time doorman & porter, & to VIP discounted rates at Ritz Carlton Hotels. On-site management, director of residence, maintenance, & security. 1 parking space included. Equinox Sports Club across the street.|13|10/10/2018 7:01:00 PM|1508349|Suffolk|MA|C|4|2|2|1|Y|1|1402|1402|2f;1h|N||N||
RN|72372237|BB803596|NB3500|ACT|3300|111|Beach|1E|1|112|02111||FURNISHED - large 1BD/1BA corner unit apartment in Boston's historic Leather District.  Just steps to South Station, this location is conveniently situated next to the Financial District, Waterfront and Seaport District.  Heat & AC included.  Tenant pays private electric & tv/internet.  Easy access to 90 & 93 as well as the Red & Silver Lines.  High ceilings, hardwood floors, large windows and great closet space.  Modern kitchen and bathroom.  Fully appointed unit includes in-unit washer/dryer in a professionally managed building.  Available 9/1.|15|8/1/2018 10:16:00 PM|4194303|Suffolk|MA|C|3|1|1|0||0|968|968|1f;0h|||||
RN|72372473|BB806520|BB5984|ACT|6750|17|Marlborough Street|5|1|101|02116||5th Floor penthouse with private deck and sweeping views of Back Bay, the Public Garden and the Capitol. Easy access to everything. Completely furnished.  All utilities included.  Three month minimum preferred.   Tenant pays broker fee split between brokers.|15|8/2/2018 11:00:00 AM|0|Suffolk|MA|C|4|2|1|0||0|1397|1397|1f;0h|N||||
RN|72372977|BB302195|BB1800|ACT|3000|40|Prince|1|1||02113||Unique single-family home in the North End, 3beds/1.5 baths, with over 1400sq/ft of living space.  It features 2 full floors with both a deck and a patio (with grill).  The living space is enormous, and can be configured as either a 2 or 3 bedroom apartment, depending on your preference.  It's a stand-alone building, with no other people living there, so it's very private. The amount of living space, privacy, and square footage are unmatched in this neighborhood.|30|9/11/2018 3:30:00 PM|-1488932775|Suffolk|MA|D|5|3|1|1|N|0|1500|1400|1f;1h|N||||
RN|72373293|BB700138|BB7011|ACT|2550|80|Orleans Street|5|1|05L|02128||Totally Renovated 3 Bedroom in clean Brick building. Located in the highly sought after and booming Jeffries Point area! Walking distance to Maverick Square T.  Condo quality unit with fully appliance galley kitchen with dishwasher, disposal and gas cooking. Bright and breezy unit with great layout. Coin operated laundry in basement. Rent includes heat & hot water.|10|11/2/2018 10:38:00 AM|22|Suffolk|MA|D|5|3|1|0||0|3000|1000|1f;0h|N||||
RN|72373356|BB910220|BB5522|ACT|1950|30|Hawthorne St|1|1||02119||Sunny and spacious 2 bedroom, Master has charming dressing nook, Nice closet space,1 large bath, eat in kitchen w contemporary appliances, laundry in unit, hardwood floors thru out, Private deck and oversized common back yard, gas ht and cooking and cozy living room with alcove. Short walk to orange and silver lines, universities, shops and restaurants.|3|8/3/2018 12:27:00 PM|1241120980|Suffolk|MA|C|5|2|1|0||0|0|1000|1f;0h|N||N||
RN|72373739|NB114007|AN1979|ACT|2800|54|Colborne Road|2|1|011|02135||This Brighton unit has 3 bedrooms, 1 bath and updated kitchen with granite counters.  Very spacious top unit of a 2 family home with hardwood floors throughout.  Garage parking.   Walking distance to public transportation.|11|8/4/2018 9:14:00 AM|493561|Suffolk|MA|D|6|3|1|0||2|0|1700|1f;0h|N||||
