id,name,contact,website,phone1,phone2,fax1,email,address1,address2,city,state,zip,source,broker_notes,update_date,listingAgentId
6748601,"""Rosecliff - Equity Residential""",,https://equityapartments.com/greater-boston/west-quincy/rosecliff-apartments,"(844) 674-3850",,"(617) 773-9710",rosecliff@eqr.com,"""790 Willard Street""",,"""Quincy""",MA,02169,"Data Entry","""Rosecliff offers premier Quincy, MA apartment living less than 12 miles from Boston. We are located across the street from the Blue Hills Reservation, with 7000 acres of natural beauty and 125 miles of trails, with easy access to Providence and Cape Cod. Select buildings are dog friendly. Inside our spacious homes are walk-in closets and  in-home washers and dryers. Next door to both the Braintree and Quincy T stations and only minutes away from MA-1, MA-3, and MA-37.""",04/12/2019,
6748611,"""Twin Realty Property Management""",,,"617 515 0498",,,ed@boston-living.com,"""P.O. Box 550092""",,"""North Waltham""",MA,02455,"YGL Network","""Move in costs:  First, Last, Security, Key, References, Credit Check, No fee paid by Landlord. Questions email:   ed@boston-living.com""",04/10/2019,
6748621,"""Liberty Park - Equity Residential""",,https://equityapartments.com/south-boston/braintree/liberty-park-apartments,"(844) 297-0939",,"(781) 356-1370",libertypark@eqr.com,"""1 Matthew Lane""",,"""Braintree""",MA,02184,"Data Entry","""Liberty Park Apartments in Braintree, MA is a newly renovated community located close to Boston and 30 minutes from Cape Cod.  We provide easy access to Routes 93, 95 and 3, while still maintaining a park-like setting. Liberty Park is convenient to great shopping and dining and close proximity to the Braintree T Station.  Our apartments feature in-home washers and dryers, spacious closets and fireplaces.  Residents will also enjoy working out in the fitness center and relaxing at the pool.  You can also take advantage of the nearby local parks, walking trails and the Stoddard dog park as well as being part of excellent Braintree School District.""",04/12/2019,
6748631,"""Watertown Square - Equity Residential""",,https://equityapartments.com/greater-boston/watertown/watertown-square-apartments,"(844) 278-7123",,"(617) 923-6447",WatertownSquare@eqr.com,"""20 Watertown St.""",,"""Watertown""",MA,02472,"Data Entry","""Watertown Square Apartments is situated less than a mile from the Mass Pike, between the excitement of Boston and the quiet of the Charles River. We are located across from the Watertown Yard Bus Express Station and just 10 minutes from downtown Boston. Our studio, one- and two-bedroom apartments feature 9-foot ceilings, abundant closet space, in-home washer and dryer, kitchens with custom tile, stainless steel appliances and oversize terraces. Take advantage of the fitness center, Internet lounge and media screening room. """,04/12/2019,
6748641,"""Brandywyne VIllage """,,,6175692255,,,info@brandywynevillage.com,"""88 Brandywyne Dr""",,"""East Boston""",MA,02128,"YGL Network",,04/10/2019,
6748651,"""The Towers at Longfellow - Equity Residential""",,https://equityapartments.com/boston/beacon-hill/the-towers-at-longfellow-apartments,"(844) 750-5954",,"(617) 973-2290",thewestendapartments@eqr.com,"""72 Staniford St.""",,"""Boston""",MA,02114,"Data Entry","""Towers at Longfellow Apartments in Boston offers a location you'll love! Walk along the Thoreau Path to relax on the great lawn or jog along the Esplanade. You're just minutes from Charles Street with great shopping, fun restaurants and pubs or sporting events and concerts at the Garden. From your private balcony, enjoy unmatched panoramic views of the Boston Harbor, the Charles River, Cambridge, Beacon Hill, and the Back Bay. You'll also enjoy great amenities including 40 acres of green spaces, an outdoor pool, dog park and grilling areas.""",04/12/2019,
6748661,"""ALLIED REALTY FUND""",,,3109513513,,,elidavidson78@gmail.com,"""1018 COMMONWEALTH AVENUE SUITE 5""",,"""BOSTON""",MA,02215,"YGL Network",,04/10/2019,
6748671,"""Camelot Court Apartments (Current)""",,,6172546917,,,info@CamelotCourtApts.com,"""10 Camelot Court""",,"""Brighton""",MA,02135,"YGL Network","""Email info@CamelotCourtApts.com or call 617-254-6917 to schedule a tour. Please include client name and type of unit you would like to show. Tour hours: Tue- Fri 10am- 6pm ,Sat 10am-5pm, Wed 11am- 7pm.  ALL PRICE BASED ON IMMEDIATE MOVE-IN WHEN THE UNIT BECOMES AVAILABLE WITH A 12 MONTH LEASE. PRICING CHANGE DAILY. Pricing change based on lease term, move-in date, unit layout and daily rates may differ. Camelot Court does not accept undergraduate students.  Camelot Court is currently paying $1500 towards the broker fee for each 12+ month lease signed, through March 31! Please send us an invoice for the unit once the lease has been signed to be processed.""",04/10/2019,
6748681,"""Longview Place - Equity Residential""",,https://equityapartments.com/greater-boston/waltham/longview-place-apartments,"(844) 299-6044",,"(781) 894-5010",longviewplace@eqr.com,"""70 Hope Ave""",,"""Waltham""",MA,02453,"Data Entry","""Located just minutes from Boston, MA, Longview Place offers both convenience and class. Our spacious apartments feature stunning views of the Charles River and Boston, upscale gourmet kitchens and high-end finishes throughout. Our amazing clubhouse features a game room, movie theater, dining room and lounge area free to all residents. Longview Place is conveniently located near public transportation as well as great restaurants and shopping. And now you can breathe easy because we're making the move to smoke-free living. """,04/12/2019,
6748700,"""Nathan Jacobson""",,,"781 521 3987",,,natcoconstruction@gmail.com,"""7 Brown Rd""",,"""Swampscott""",MA,01907,"YGL Network",,04/12/2019,
6748721,"""deb""",,,6175949228,,,c21dc@yahoo.com,"""po box 650182""",,"""newton""",MA,02465,"YGL Network","""No Fee Heat Included Private entrance Hardwood floors through out Near T (B, C, D) Laundry in building. Available now""",04/10/2019,
6748731,"""Morris Mgmt""",,,8576002381,,,morrismgmt02139@gmail.com,"""P.O. Box 391832""",,"""Cambridge""",MA,02139,"YGL Network",,04/10/2019,
6748741,"""The West End Apartments - Equity Residential""",,https://equityapartments.com/boston/beacon-hill/the-west-end-apartments-asteria-villas-and-vesta,"(844) 688-6166",,"(000) 000-0000",TheWestEndApartments@eqr.com,"""4 Emerson Place""",,"""Boston""",MA,02114,"Data Entry","""There is something for everyone at The West End Apartments in Boston. Walk along the Thoreau Path to the great lawn or jog along the Esplanade and within minutes, you're on Charles Street for great shopping, restaurants and pubs. Enjoy sporting events and concerts at the Garden just minutes away. Our apartments offer breathtaking panoramic views of the Boston Harbor, the Charles River, Cambridge, Beacon Hill, and the Back Bay. These homes are some of the most spacious, modern, and well-designed living spaces in Boston, complete with private balconies. You'll find a wide array of amenities including an outdoor pool, dog park and grilling areas.""",04/12/2019,
6748751,"""Highland Realty Trust LLC""",,,617-787-2860,,,kieran@brosnanrealty.com,"""276 North Harvard Street""",,"""Allston""",MA,02134,"YGL Network",,04/10/2019,
6748760,"""Hooli Homes Boston Inc""",,,"(617) 487-8083‬",,,steven.ye@hoolihomeboston.com,"""1106b Commonwealth Ave""",,"""Boston""",MA,02215,"YGL Network",,04/11/2019,
6748772,"""CityView at Longwood - Equity Residential""",,https://equityapartments.com/boston/longwood/cityview-at-longwood-apartments,"(844) 283-4553",,"(617) 731-0468",CityViewatLongwood@eqr.com,"""75 St. Alphonsus Street""",,"""Boston""",MA,02120,"Data Entry","""CityView at Longwood apartments are located on the Green Line at the Longwood Medical T stop and Academic Area, with easy access to the Mass Pike, Huntington Avenue (Route 9), the MBTA Green Line 'E' Branch and the Orange Line. The Museum of Fine Arts, Copley Plaza and Fanuiel Hall are just a short ride away from our CityView at Longwood apartments. Our pet friendly spacious apartments feature parquet wood floors, ample closet space, large balconies, washer and dryers on site, and incredible views of the Boston skyline. Residents of CityView at Longwood can take advantage of the outdoor pool, 24-hour concierge, fitness center, garage and outdoor parking available at the apartments. With a diverse mix of shopping, a wonderful array of restaurants and neighboring medical facilities all within walking distance, CityView at Longwood apartments are a great place to call home. """,04/12/2019,
6748782,"""Lofts at Kendall Square - Equity Residential""",,https://equityapartments.com/boston/kendall-square/lofts-at-kendall-square-apartments,"(844) 684-4661",,"(617) 577-0296",loftsatkendallsquare@eqr.com,"""195 Binney St.""",,"""Cambridge""",MA,02142,"Data Entry","""Lofts at Kendall Square provide modern living in one of the hottest neighborhoods in Cambridge. This loft/duplex community sits in the heart of Cambridge, between the Charles River and Harvard Square with easy access to the MBTA. Our community is a renovated factory so you'll find unique floor plans, massive windows and soaring 12 to 24' ceilings. Our open floor plans feature exposed beams, columns and natural light filled rooms. Inside you'll find new granite countertops, hardwood floors and stainless-steel, energy efficient appliances. We're near Harvard, MIT, Boston University, boutiques in historic Beacon Hill, restaurants, nightlife, art and music. """,04/12/2019,
6748792,"""Avenir - Equity Residential""",,https://equityapartments.com/boston/north-end/avenir-apartments,"(844) 279-1710",,"(617) 248-1674",Avenir@eqr.com,"""101 Canal St.""",,"""Boston""",MA,02114,"Data Entry","""Avenir Apartments in Boston is a cornerstone of the revitalized Bulfinch Triangle Historic District, a vibrant neighborhood home to great restaurants, shops and outdoor markets.  The property is also located just steps from North Station with fast and convenient access to multiple transportation options.  Avenir's smoke-free studio, one and two bedroom apartments feature cherry plank wood flooring, gourmet granite and stainless steel kitchens and luxurious baths.  On-site amenities include a rooftop deck with stunning panoramic views, a state-of-the-art fitness center, above-ground indoor parking and bicycle storage.""",04/12/2019,
6748802,"""Walden Park - Equity Residential""",,https://equityapartments.com/boston/porter-square/walden-park-apartments,"(844) 712-3196",,"(617) 354-0752",waldenpark@eqr.com,"""205 Walden ST""",,"""Cambridge""",MA,02140,"Data Entry","""At Walden Park Apartments in Cambridge, you are only minutes from the Red Line T Station and Commuter Rail at Porter Square. Harvard and Kendall Square are also nearby and Boston is just a quick ride away. Even closer to home, you can enjoy the Thomas W. Danehy Park and Fresh Pond with golf course, walking trails, and athletic fields. Our spacious apartments feature parquet floors, modern kitchens, walk-in closets and large windows for natural light. Residents will also enjoy relaxing at the pool, working out in the fitness center or mingling in the community room with theater and billiards. And now you can breathe easy because this community offers smoke-free living.""",04/12/2019,
6748812,"""660 Washington - Equity Residential""",,https://equityapartments.com/boston/boston-common/660-washington-apartments,"(844) 253-8378",,"(617) 350-5509",660washington@eqr.com,"""660 Washington St.""",,"""Boston""",MA,02111,"Data Entry","""Amid the Boston skyline is 660 Washington Apartments. These beautiful and spacious apartments feature walnut flooring, granite countertops, stainless steel appliances, in-home washer and dryer and baths with tile flooring and walk-in showers. Our five-star amenities are equally impressive: an indoor pool, state-of-the-art fitness center, massage room, Internet cafe, concierge service and stunning views. Our fantastic location is just steps from the Orange and Green T-stops, minutes from South Station and close to I-90, with great shopping and dining nearby.""",04/12/2019,
6748830,"""The Mastlight""",,,781-660-5520,,,mastlight@corcoranmgmt.com,"""10 Patriot Parkway""",,"""Weymouth""",MA,02910,"YGL Network",,04/12/2019,
6748865,"""Burbank Apartments""",,,6172661805,,,tcarman@frmboston.com,"""18 Haviland Street, Unit 1""",,"""Boston""",MA,02115,"YGL Network",,04/10/2019,
6748875,"""JM Property Group LLC""",,,978-414-5526,,,jmeuse@jmpgboston.com,"""11 Palermo Street""",,"""Cambridge""",MA,02141,"YGL Network",,04/10/2019,
6748885,"""Mason Management Co.""",,http://www.masonmanagementbos.com,"617-903-7548 Ext.0",,,Info@masonmanagementbos.com,"""1309 Beacon Street""","""Suite 300""","""Brookline""",MA,02446,"YGL Network",,04/10/2019,
6748895,"""Rachel Zanapalidou""",,,6179532375,,,rachelzanapalidou@yahoo.com,,,"""somerville""",MA,02139,"YGL Network","""THIS LISTING IS POSTED BY THE OWNER""",04/10/2019,
